quantity,price,total_sales
1228.0,350.0,429800.0
1389.0,20.0,27780.0
861.0,125.0,107625.0
704.0,125.0,88000.0
1802.0,20.0,36040.0
2663.0,20.0,53260.0
2136.0,7.0,14952.0
2116.0,15.0,31740.0
555.0,15.0,8325.0
2861.0,15.0,42915.0
807.0,125.0,100875.0
602.0,350.0,210700.0
2832.0,20.0,56640.0
1579.0,20.0,31580.0
861.0,125.0,107625.0
704.0,125.0,88000.0
1033.0,20.0,20660.0
1250.0,300.0,375000.0
1389.0,20.0,27780.0
1265.0,20.0,25300.0
2297.0,20.0,45940.0
2663.0,20.0,53260.0
570.0,7.0,3990.0
2487.0,7.0,17409.0
1350.0,350.0,472500.0
552.0,350.0,193200.0
1228.0,350.0,429800.0
1250.0,300.0,375000.0
3801.0,15.0,57015.0
1117.5,20.0,22350.0
2844.0,15.0,42660.0
562.0,12.0,6744.0
2299.0,12.0,27588.0
2030.0,15.0,30450.0
263.0,7.0,1841.0
887.0,125.0,110875.0
980.0,350.0,343000.0
1460.0,350.0,511000.0
1403.0,7.0,9821.0
2723.0,12.0,32676.0
1496.0,350.0,523600.0
2299.0,12.0,27588.0
727.0,350.0,254450.0
952.0,125.0,119000.0
2755.0,125.0,344375.0
1530.0,15.0,22950.0
1496.0,350.0,523600.0
1498.0,7.0,10486.0
1221.0,300.0,366300.0
2076.0,350.0,726600.0
2844.0,15.0,42660.0
1498.0,7.0,10486.0
1221.0,300.0,366300.0
1123.0,20.0,22460.0
2436.0,300.0,730800.0
1987.5,125.0,248437.5
1679.0,350.0,587650.0
727.0,350.0,254450.0
1403.0,7.0,9821.0
2076.0,350.0,726600.0
1757.0,20.0,35140.0
2198.0,15.0,32970.0
1743.0,15.0,26145.0
1153.0,15.0,17295.0
1757.0,20.0,35140.0
1001.0,20.0,20020.0
1333.0,7.0,9331.0
1153.0,15.0,17295.0
727.0,12.0,8724.0
1884.0,12.0,22608.0
1834.0,20.0,36680.0
2340.0,12.0,28080.0
2342.0,12.0,28104.0
1031.0,7.0,7217.0
1262.0,15.0,18930.0
1135.0,7.0,7945.0
547.0,7.0,3829.0
1582.0,7.0,11074.0
1738.5,12.0,20862.0
2215.0,12.0,26580.0
1582.0,7.0,11074.0
1135.0,7.0,7945.0
1761.0,350.0,616350.0
448.0,300.0,134400.0
2181.0,300.0,654300.0
1976.0,20.0,39520.0
2181.0,300.0,654300.0
2500.0,125.0,312500.0
1702.0,300.0,510600.0
448.0,300.0,134400.0
3513.0,125.0,439125.0
2101.0,15.0,31515.0
2931.0,15.0,43965.0
1535.0,20.0,30700.0
1123.0,300.0,336900.0
1404.0,300.0,421200.0
2763.0,12.0,33156.0
2125.0,7.0,14875.0
1659.0,300.0,497700.0
609.0,20.0,12180.0
2087.0,125.0,260875.0
1976.0,20.0,39520.0
1421.0,20.0,28420.0
1372.0,300.0,411600.0
588.0,20.0,11760.0
3244.5,12.0,38934.0
959.0,300.0,287700.0
2747.0,300.0,824100.0
1645.0,125.0,205625.0
2876.0,350.0,1006600.0
994.0,125.0,124250.0
1118.0,20.0,22360.0
1372.0,300.0,411600.0
488.0,7.0,3416.0
1282.0,20.0,25640.0
257.0,7.0,1799.0
1282.0,20.0,25640.0
1540.0,125.0,192500.0
490.0,15.0,7350.0
1362.0,350.0,476700.0
2501.0,15.0,37515.0
708.0,20.0,14160.0
645.0,20.0,12900.0
1562.0,300.0,468600.0
1283.0,300.0,384900.0
711.0,15.0,10665.0
1114.0,125.0,139250.0
1259.0,7.0,8813.0
1095.0,7.0,7665.0
1366.0,20.0,27320.0
2460.0,300.0,738000.0
678.0,7.0,4746.0
1598.0,7.0,11186.0
2409.0,7.0,16863.0
1934.0,20.0,38680.0
2993.0,20.0,59860.0
2146.0,350.0,751100.0
1946.0,7.0,13622.0
1362.0,350.0,476700.0
598.0,12.0,7176.0
2907.0,7.0,20349.0
2338.0,7.0,16366.0
386.0,300.0,115800.0
635.0,300.0,190500.0
574.5,350.0,201075.0
2338.0,7.0,16366.0
381.0,350.0,133350.0
422.0,350.0,147700.0
2134.0,300.0,640200.0
808.0,300.0,242400.0
708.0,20.0,14160.0
2907.0,7.0,20349.0
1366.0,20.0,27320.0
2460.0,300.0,738000.0
1520.0,20.0,30400.0
711.0,15.0,10665.0
1375.0,12.0,16500.0
635.0,300.0,190500.0
436.5,20.0,8730.0
1094.0,300.0,328200.0
367.0,12.0,4404.0
3802.5,300.0,1140750.0
1666.0,350.0,583100.0
322.0,300.0,96600.0
2321.0,12.0,27852.0
1857.0,125.0,232125.0
1611.0,7.0,11277.0
2797.0,125.0,349625.0
334.0,300.0,100200.0
2565.0,300.0,769500.0
2417.0,350.0,845950.0
3675.0,15.0,55125.0
1094.0,300.0,328200.0
1227.0,15.0,18405.0
367.0,12.0,4404.0
1324.0,300.0,397200.0
1775.0,12.0,21300.0
2797.0,125.0,349625.0
245.0,15.0,3675.0
3793.5,300.0,1138050.0
1307.0,350.0,457450.0
567.0,125.0,70875.0
2110.0,125.0,263750.0
1269.0,350.0,444150.0
1956.0,12.0,23472.0
2659.0,300.0,797700.0
1351.5,350.0,473025.0
880.0,12.0,10560.0
1867.0,300.0,560100.0
2234.0,12.0,26808.0
1227.0,15.0,18405.0
877.0,125.0,109625.0
2071.0,350.0,724850.0
1269.0,350.0,444150.0
970.0,15.0,14550.0
1694.0,20.0,33880.0
663.0,20.0,13260.0
819.0,7.0,5733.0
1580.0,12.0,18960.0
521.0,7.0,3647.0
973.0,20.0,19460.0
1038.0,20.0,20760.0
360.0,7.0,2520.0
1967.0,12.0,23604.0
2628.0,15.0,39420.0
360.0,7.0,2520.0
2682.0,20.0,53640.0
521.0,7.0,3647.0
1038.0,20.0,20760.0
1630.5,15.0,24457.5
306.0,12.0,3672.0
386.0,12.0,4632.0
2328.0,7.0,16296.0
386.0,12.0,4632.0
3445.5,125.0,430687.5
1482.0,125.0,185250.0
2313.0,350.0,809550.0
1804.0,125.0,225500.0
2072.0,15.0,31080.0
1954.0,20.0,39080.0
591.0,300.0,177300.0
2167.0,15.0,32505.0
241.0,20.0,4820.0
681.0,15.0,10215.0
510.0,15.0,7650.0
790.0,15.0,11850.0
639.0,350.0,223650.0
1596.0,125.0,199500.0
2294.0,300.0,688200.0
241.0,20.0,4820.0
2665.0,7.0,18655.0
1916.0,125.0,239500.0
853.0,300.0,255900.0
341.0,125.0,42625.0
641.0,15.0,9615.0
2807.0,350.0,982450.0
432.0,300.0,129600.0
2294.0,300.0,688200.0
2167.0,15.0,32505.0
2529.0,125.0,316125.0
1870.0,350.0,654500.0
579.0,125.0,72375.0
2240.0,350.0,784000.0
2993.0,300.0,897900.0
3520.5,12.0,42246.0
2039.0,20.0,40780.0
2574.0,12.0,30888.0
707.0,350.0,247450.0
2072.0,15.0,31080.0
853.0,300.0,255900.0
1198.0,12.0,14376.0
2532.0,7.0,17724.0
1198.0,12.0,14376.0
384.0,15.0,5760.0
472.0,12.0,5664.0
1579.0,7.0,11053.0
1005.0,12.0,12060.0
3199.5,15.0,47992.5
472.0,12.0,5664.0
1937.0,12.0,23244.0
792.0,350.0,277200.0
2811.0,300.0,843300.0
2441.0,125.0,305125.0
1560.0,15.0,23400.0
2706.0,7.0,18942.0
766.0,350.0,268100.0
2992.0,20.0,59840.0
2157.0,15.0,32355.0
873.0,300.0,261900.0
1122.0,20.0,22440.0
2104.5,350.0,736575.0
4026.0,12.0,48312.0
2425.5,12.0,29106.0
2394.0,20.0,47880.0
1984.0,15.0,29760.0
2441.0,125.0,305125.0
2992.0,20.0,59840.0
1366.0,300.0,409800.0
2805.0,20.0,56100.0
655.0,15.0,9825.0
344.0,350.0,120400.0
1808.0,7.0,12656.0
1734.0,12.0,20808.0
554.0,125.0,69250.0
2935.0,20.0,58700.0
3165.0,125.0,395625.0
2629.0,20.0,52580.0
1433.0,125.0,179125.0
947.0,125.0,118375.0
344.0,350.0,120400.0
2157.0,15.0,32355.0
380.0,7.0,2660.0
886.0,350.0,310100.0
2416.0,125.0,302000.0
2156.0,125.0,269500.0
2689.0,15.0,40335.0
677.0,15.0,10155.0
1773.0,300.0,531900.0
2420.0,7.0,16940.0
2734.0,7.0,19138.0
1715.0,20.0,34300.0
1186.0,300.0,355800.0
3495.0,300.0,1048500.0
886.0,350.0,310100.0
2156.0,125.0,269500.0
905.0,20.0,18100.0
1715.0,20.0,34300.0
1594.0,350.0,557900.0
1359.0,300.0,407700.0
2150.0,300.0,645000.0
1197.0,350.0,418950.0
380.0,15.0,5700.0
1233.0,20.0,24660.0
1395.0,350.0,488250.0
986.0,350.0,345100.0
905.0,20.0,18100.0
2109.0,12.0,25308.0
3874.5,15.0,58117.5
623.0,350.0,218050.0
986.0,350.0,345100.0
2387.0,125.0,298375.0
1233.0,20.0,24660.0
270.0,350.0,94500.0
3421.5,7.0,23950.5
2734.0,7.0,19138.0
2548.0,15.0,38220.0
2521.5,20.0,50430.0
2661.0,12.0,31932.0
1531.0,20.0,30620.0
1491.0,7.0,10437.0
1531.0,20.0,30620.0
2761.0,12.0,33132.0
2567.0,15.0,38505.0
2567.0,15.0,38505.0
923.0,350.0,323050.0
1790.0,350.0,626500.0
442.0,20.0,8840.0
982.5,350.0,343875.0
1298.0,7.0,9086.0
604.0,12.0,7248.0
2255.0,20.0,45100.0
1249.0,20.0,24980.0
1438.5,7.0,10069.5
807.0,300.0,242100.0
2641.0,20.0,52820.0
2708.0,20.0,54160.0
2632.0,350.0,921200.0
1583.0,125.0,197875.0
571.0,12.0,6852.0
2696.0,7.0,18872.0
1565.0,15.0,23475.0
1249.0,20.0,24980.0
357.0,350.0,124950.0
1013.0,12.0,12156.0
3997.5,15.0,59962.5
2632.0,350.0,921200.0
1190.0,7.0,8330.0
604.0,12.0,7248.0
660.0,15.0,9900.0
410.0,12.0,4920.0
2605.0,300.0,781500.0
1013.0,12.0,12156.0
1583.0,125.0,197875.0
1565.0,15.0,23475.0
1659.0,125.0,207375.0
1190.0,7.0,8330.0
410.0,12.0,4920.0
1770.0,12.0,21240.0
2579.0,20.0,51580.0
1743.0,20.0,34860.0
2996.0,7.0,20972.0
280.0,7.0,1960.0
293.0,7.0,2051.0
2996.0,7.0,20972.0
278.0,15.0,4170.0
2428.0,20.0,48560.0
1767.0,15.0,26505.0
1393.0,12.0,16716.0
280.0,7.0,1960.0
1393.0,12.0,16716.0
2015.0,12.0,24180.0
801.0,300.0,240300.0
1023.0,125.0,127875.0
1496.0,300.0,448800.0
1010.0,300.0,303000.0
1513.0,15.0,22695.0
2300.0,15.0,34500.0
2821.0,125.0,352625.0
2227.5,350.0,779625.0
1199.0,350.0,419650.0
200.0,350.0,70000.0
388.0,7.0,2716.0
1727.0,7.0,12089.0
2300.0,15.0,34500.0
260.0,20.0,5200.0
2470.0,15.0,37050.0
1743.0,15.0,26145.0
2914.0,12.0,34968.0
1731.0,7.0,12117.0
700.0,350.0,245000.0
2222.0,12.0,26664.0
1177.0,350.0,411950.0
1922.0,350.0,672700.0
1575.0,125.0,196875.0
606.0,20.0,12120.0
2460.0,300.0,738000.0
269.0,300.0,80700.0
2536.0,300.0,760800.0
2903.0,7.0,20321.0
2541.0,300.0,762300.0
269.0,300.0,80700.0
1496.0,300.0,448800.0
1010.0,300.0,303000.0
1281.0,350.0,448350.0
888.0,300.0,266400.0
2844.0,125.0,355500.0
2475.0,12.0,29700.0
1743.0,15.0,26145.0
2914.0,12.0,34968.0
1731.0,7.0,12117.0
1727.0,7.0,12089.0
1870.0,15.0,28050.0
1174.0,125.0,146750.0
2767.0,125.0,345875.0
1085.0,125.0,135625.0
546.0,300.0,163800.0
1158.0,20.0,23160.0
1614.0,15.0,24210.0
2535.0,7.0,17745.0
2851.0,350.0,997850.0
2559.0,15.0,38385.0
267.0,20.0,5340.0
1085.0,125.0,135625.0
1175.0,15.0,17625.0
2007.0,350.0,702450.0
2151.0,350.0,752850.0
914.0,12.0,10968.0
293.0,20.0,5860.0
500.0,12.0,6000.0
2826.0,15.0,42390.0
663.0,125.0,82875.0
2574.0,300.0,772200.0
2438.0,125.0,304750.0
914.0,12.0,10968.0
865.5,20.0,17310.0
492.0,15.0,7380.0
267.0,20.0,5340.0
1175.0,15.0,17625.0
2954.0,125.0,369250.0
552.0,125.0,69000.0
293.0,20.0,5860.0
2475.0,300.0,742500.0
546.0,300.0,163800.0
1368.0,7.0,9576.0
723.0,7.0,5061.0
1806.0,12.0,21672.0
